Keyword	formatted_address	geometry	name	place_id	rating	user_ratings_total	Longitude	Latitude
Musée du Pays de Souvigny, Souvigny, France	Place Aristide Briand, 03210 Souvigny, France	{'location': {'lat': 46.5341797, 'lng': 3.1933324}, 'viewport': {'northeast': {'lat': 46.53552952989272, 'lng': 3.194682229892722}, 'southwest': {'lat': 46.53282987010727, 'lng': 3.191982570107277}}}	Musée et jardins de Souvigny	ChIJo_tyj0vh8EcR11ED4_2iC0U	4.2	92	3.1933324	46.5341797
Cairn Centre D'Art à Digne-les-Bains, Digne les Bains, France	10 montée Bernard Dellacasagrande, 04005, Digne-les-Bains, France	{'location': {'lat': 44.10963599999999, 'lng': 6.228358999999999}, 'viewport': {'northeast': {'lat': 44.11097867989271, 'lng': 6.229692429892721}, 'southwest': {'lat': 44.10827902010727, 'lng': 6.226992770107278}}}	CAIRN centre d'art	ChIJbRbb8tCayxIRMqkl7GP7QZU	3.5	2	6.228358999999999	44.10963599999999
Citadelle de Sisteron, Sisteron, France	Montée de la Citadelle, 04200 Sisteron, France	{'location': {'lat': 44.1985397, 'lng': 5.9434852}, 'viewport': {'northeast': {'lat': 44.19987362989272, 'lng': 5.944647429892723}, 'southwest': {'lat': 44.19717397010728, 'lng': 5.941947770107279}}}	Citadelle de Sisteron	ChIJk4v9vfmmyxIRKWmpUFhqOJM	4.5	3863	5.9434852	44.1985397
Paléopolis à Gannat, Gannat, France	Site de Chazoux, Route de Bègues, 03800 Gannat, France	{'location': {'lat': 46.114357, 'lng': 3.166444}, 'viewport': {'northeast': {'lat': 46.11568177989272, 'lng': 3.167908829892723}, 'southwest': {'lat': 46.11298212010727, 'lng': 3.165209170107278}}}	PALEOPOLIS	ChIJwcvbQ7wr90cRmkMAJ-zS0-A	4.2	992	3.166444	46.114357
Musée de préhistoire des Gorges du Verdon à Quinson, Quinson, France	Route de Montmeyan, 04500 Quinson, France	{'location': {'lat': 43.699828, 'lng': 6.0369807}, 'viewport': {'northeast': {'lat': 43.70104487989272, 'lng': 6.038681579892722}, 'southwest': {'lat': 43.69834522010728, 'lng': 6.035981920107278}}}	Musée de Préhistoire des Gorges du Verdon	ChIJ95QrQnDeyxIRaVxwl2Lu4zM	4	1352	6.0369807	43.699828
Musée Gassendi à Digne-les-Bains, Digne les Bains, France	64 Boulevard Gassendi, 04000 Digne-les-Bains, France	{'location': {'lat': 44.0938315, 'lng': 6.2382252}, 'viewport': {'northeast': {'lat': 44.09523152989273, 'lng': 6.239550329892722}, 'southwest': {'lat': 44.09253187010729, 'lng': 6.236850670107279}}}	Musée Gassendi	ChIJEafAL0uFyxIRz7Ltn6iwxgw	4.1	94	6.2382252	44.0938315
Parcours des fées, Crévoux, France	Unnamed Road, 05200 Crévoux, France	{'location': {'lat': 44.54282629999999, 'lng': 6.6370213}, 'viewport': {'northeast': {'lat': 44.54416277989272, 'lng': 6.638368279892722}, 'southwest': {'lat': 44.54146312010728, 'lng': 6.635668620107277}}}	Parcours des fées	ChIJTwmo9DG9zBIRkKA6nQ05hTU	4.9	9	6.6370213	44.54282629999999
Château de Queyras et crypte à Château Ville Vieille, Château Ville Vieille, France	Fort Queyras, 05350 Château-Ville-Vieille, France	{'location': {'lat': 44.7555937, 'lng': 6.7895546}, 'viewport': {'northeast': {'lat': 44.75737397989273, 'lng': 6.790729779892722}, 'southwest': {'lat': 44.75467432010728, 'lng': 6.788030120107278}}}	Fort Queyras	ChIJy_8vdFPKzBIRJIxRtFpHKlw	4.2	569	6.7895546	44.7555937
Place Forte de Mont-Dauphin, Mont Dauphin, France	Place Vauban, 05600 Mont-Dauphin, France	{'location': {'lat': 44.670567, 'lng': 6.62472}, 'viewport': {'northeast': {'lat': 44.67192452989273, 'lng': 6.626026879892723}, 'southwest': {'lat': 44.66922487010728, 'lng': 6.623327220107279}}}	Place forte de Mont-Dauphin	ChIJSah95YiwzBIRrWpAdvLdzQY	4.5	1347	6.62472	44.670567
Musée de la faïence de Moustiers Sainte Marie, Moustiers Sainte Marie, France	Rue du Seigneur de la Clue, 04360 Moustiers-Sainte-Marie, France	{'location': {'lat': 43.8459089, 'lng': 6.221445999999999}, 'viewport': {'northeast': {'lat': 43.84725962989271, 'lng': 6.222771829892721}, 'southwest': {'lat': 43.84455997010727, 'lng': 6.220072170107278}}}	Musée de la Faïence	ChIJ_____z_uyxIRtAdGXZ_ZdKw	4.5	84	6.221445999999999	43.8459089
Maison du parc national des Ecrins et maison du Ski de Briançon, Briançon, France	Place Médecin Général Blanchard, 05100 Briançon, France	{'location': {'lat': 44.8981302, 'lng': 6.6429991}, 'viewport': {'northeast': {'lat': 44.89949352989272, 'lng': 6.644336929892721}, 'southwest': {'lat': 44.89679387010727, 'lng': 6.641637270107277}}}	Maison du Parc du Briançonnais	ChIJCdl4IGX-iUcRhVQa0RW0bLM	3.8	4	6.6429991	44.8981302
Muséoscope de la Viste du Rousset, Rousset, France	Belvédère du barrage de Serre-Ponçon, 05190 Rousset, France	{'location': {'lat': 44.4755668, 'lng': 6.2698426}, 'viewport': {'northeast': {'lat': 44.47691662989272, 'lng': 6.271192429892722}, 'southwest': {'lat': 44.47421697010727, 'lng': 6.268492770107279}}}	Muséoscope du Lac	ChIJ_ep_PkNmyxIRp0kN2KEEekA	4.5	694	6.2698426	44.4755668
Muséoscope de la Viste du Rousset, Rousset, France	Belvédère de Serre-Ponçon, 05190 Rousset, France	{'location': {'lat': 44.47646899999999, 'lng': 6.26856}, 'viewport': {'northeast': {'lat': 44.47781537989272, 'lng': 6.269885729892722}, 'southwest': {'lat': 44.47511572010728, 'lng': 6.267186070107278}}}	Camping La Viste	ChIJqXilVCNmyxIRzml580HxvuQ	4.5	261	6.26856	44.47646899999999
Musée départemental de Gap, Gap, France	6 Avenue Maréchal Foch, 05000 Gap, France	{'location': {'lat': 44.5622548, 'lng': 6.0857623}, 'viewport': {'northeast': {'lat': 44.56378912989273, 'lng': 6.086965929892722}, 'southwest': {'lat': 44.56108947010728, 'lng': 6.084266270107278}}}	Musée Muséum départemental	ChIJL5-oZWlAyxIRH71N7JwRhak	4.1	154	6.0857623	44.5622548
Parc national des Ecrins : maisons du parc à Vallouise, Vallouise, France	Les Ribes, 05290 Vallouise, France	{'location': {'lat': 44.8393017, 'lng': 6.4932703}, 'viewport': {'northeast': {'lat': 44.84071192989272, 'lng': 6.494529979892723}, 'southwest': {'lat': 44.83801227010728, 'lng': 6.491830320107279}}}	Maison du Parc des Ecrins	ChIJhUPXqnb-iUcRrDux3Ua2S_A	4.7	137	6.4932703	44.8393017
Musée la Vallée de Barcelonnette, Barcelonnette, France	10 Avenue de la Libération, 04400 Barcelonnette, France	{'location': {'lat': 44.3873976, 'lng': 6.655319}, 'viewport': {'northeast': {'lat': 44.38889587989271, 'lng': 6.656639229892721}, 'southwest': {'lat': 44.38619622010727, 'lng': 6.653939570107277}}}	Musée de la Vallée	ChIJ6a9394SRzBIRelMmL33RnMM	4.3	283	6.655319	44.3873976
Prapic : accueil temporaire du PNE à Orcières, Orcières, France	Rue des Ecrins, 05170 Orcières, France	{'location': {'lat': 44.6974064, 'lng': 6.3232303}, 'viewport': {'northeast': {'lat': 44.69866362989273, 'lng': 6.324561779892721}, 'southwest': {'lat': 44.69596397010729, 'lng': 6.321862120107277}}}	Station de ski de Orcières-Merlette	ChIJl3xT8tVWyxIRVFHQy1DZGe8	4.4	3365	6.3232303	44.6974064
Centre international d'art contemporain de Carros, Carros, France	06510 Carros, France	{'location': {'lat': 43.7925043, 'lng': 7.186900999999999}, 'viewport': {'northeast': {'lat': 43.79385412989272, 'lng': 7.188250829892721}, 'southwest': {'lat': 43.79115447010728, 'lng': 7.185551170107277}}}	Centre international d'art contemporain	ChIJKeIN4qzOzRIRiJQjaEsaGKU	4.6	41	7.186900999999999	43.7925043
Aquavallée à Isola, Isola, France	1 Chemin de Longon, 06420 Isola, France	{'location': {'lat': 44.1855401, 'lng': 7.052617}, 'viewport': {'northeast': {'lat': 44.18686932989272, 'lng': 7.054137679892722}, 'southwest': {'lat': 44.18416967010728, 'lng': 7.051438020107278}}}	AQUAVallée Isola	ChIJjykq5JcAzRIRkkGmxi1LpJI	4	156	7.052617	44.1855401
Maison de l'eau et des énergies et Barrage de Serre-Ponçon à Rousset, Rousset, France	05190 Rousset, France	{'location': {'lat': 44.4678455, 'lng': 6.2666213}, 'viewport': {'northeast': {'lat': 44.46915337989272, 'lng': 6.267395999999999}, 'southwest': {'lat': 44.46645372010727, 'lng': 6.264297200000001}}}	Maison de l'Eau et des Énergies	ChIJIRL70m5myxIRf5bGpGa4fIs	4.3	153	6.2666213	44.4678455
Parc national des Ecrins : maison de la vallée à Saint Jean Saint Nicolas, Saint Jean Saint Nicolas, France	Les Ricous, 05260 Saint-Jean-Saint-Nicolas, France	{'location': {'lat': 44.677648, 'lng': 6.262146}, 'viewport': {'northeast': {'lat': 44.67903677989273, 'lng': 6.263455629892722}, 'southwest': {'lat': 44.67633712010728, 'lng': 6.260755970107278}}}	Gîte L'Ecrin des Hautes-Alpes	ChIJwSmrSJ5ayxIRoCqL5oC-cx4	4.6	11	6.262146	44.677648
Ecoparc de Mougins, Mougins, France	772 Chemin de Font de Currault, 06250 Mougins, France	{'location': {'lat': 43.5904998, 'lng': 7.032845}, 'viewport': {'northeast': {'lat': 43.59168732989271, 'lng': 7.033825279892722}, 'southwest': {'lat': 43.58898767010727, 'lng': 7.031125620107278}}}	Eco'parc Mougins	ChIJ1_EeUBcqzBIR1OhDUAjlCDg	3.9	481	7.032845	43.5904998
Château-musée d'entomologie de Tourrette Levens, Tourrette Levens, France	277 Montée du Château, 06690 Tourrette-Levens, France	{'location': {'lat': 43.7835961, 'lng': 7.276503300000001}, 'viewport': {'northeast': {'lat': 43.78498387989272, 'lng': 7.277846229892721}, 'southwest': {'lat': 43.78228422010728, 'lng': 7.275146570107277}}}	Château de Tourrette Levens	ChIJg-CTNP3FzRIRxZvjZxKhjdQ	4.6	214	7.276503300000001	43.7835961
Château-musée d'entomologie de Tourrette Levens, Tourrette Levens, France	171 Montée du Château, 06690 Tourrette-Levens, France	{'location': {'lat': 43.7847438, 'lng': 7.2762989}, 'viewport': {'northeast': {'lat': 43.78646587989272, 'lng': 7.277641029892721}, 'southwest': {'lat': 43.78376622010727, 'lng': 7.274941370107277}}}	Musée des Métiers Traditionnels de Tourrette-Levens	ChIJlzZMSuPFzRIRlm0HgjtGtGQ	0.0	0	7.2762989	43.7847438
Espace Jean Marais à Vallauris, Vallauris, France	Espace Jean Marais, 06220 Vallauris, France	{'location': {'lat': 43.5735836, 'lng': 7.0564364}, 'viewport': {'northeast': {'lat': 43.57493342989272, 'lng': 7.057786229892721}, 'southwest': {'lat': 43.57223377010728, 'lng': 7.055086570107277}}}	Espace Jean Marais	ChIJi3iQDIIqzBIR1ly3E77yb0M	7.0564364	43.5735836
Fort carré d'Antibes, Antibes, France	Avenue du 11 Novembre, 06600 Antibes, France	{'location': {'lat': 43.5903278, 'lng': 7.1272506}, 'viewport': {'northeast': {'lat': 43.59167762989271, 'lng': 7.128600429892722}, 'southwest': {'lat': 43.58897797010727, 'lng': 7.125900770107278}}}	Le Fort Carré	ChIJk_6aqw3VzRIR0xFTHJghP18	4.4	1905	7.1272506	43.5903278
Galerie de la marine de Nice, Nice, France	6 Avenue Jean Médecin, 06000 Nice, France	{'location': {'lat': 43.6986008, 'lng': 7.269596999999999}, 'viewport': {'northeast': {'lat': 43.70001067989272, 'lng': 7.27075322989272}, 'southwest': {'lat': 43.69731102010728, 'lng': 7.268053570107276}}}	Galeries Lafayette Nice	ChIJQZpy5qbazRIRCVKSvD4uXkU	4.1	5320	7.269596999999999	43.6986008
Galerie de la marine de Nice, Nice, France	59 Quai des États-Unis, 06300 Nice, France	{'location': {'lat': 43.6951093, 'lng': 7.276165999999999}, 'viewport': {'northeast': {'lat': 43.69640932989272, 'lng': 7.277505679892723}, 'southwest': {'lat': 43.69370967010727, 'lng': 7.274806020107279}}}	Galerie de la Marine	ChIJxR8gFQHQzRIRvT8VYiSiCFg	3.8	45	7.276165999999999	43.6951093
Château Grimaldi à Cagnes sur Mer, Cagnes sur Mer, France	6 Place du Château, 06800 Cagnes-sur-Mer, France	{'location': {'lat': 43.6672663, 'lng': 7.145922499999999}, 'viewport': {'northeast': {'lat': 43.66860302989272, 'lng': 7.147143579892721}, 'southwest': {'lat': 43.66590337010728, 'lng': 7.144443920107277}}}	Le Grimaldi	ChIJB2umRqPTzRIRrEHrXYmgp4I	4.4	888	7.145922499999999	43.6672663
Galerie Lympia à Nice, Nice, France	2 Quai Entrecasteaux, 06300 Nice, France	{'location': {'lat': 43.6947248, 'lng': 7.286194}, 'viewport': {'northeast': {'lat': 43.69605012989273, 'lng': 7.287363729892723}, 'southwest': {'lat': 43.69335047010728, 'lng': 7.284664070107279}}}	Galerie Lympia [Ancien Bagne]	ChIJfcsyg7_azRIRzMIAHoJMKpU	4.4	264	7.286194	43.6947248
Galerie Ponchettes de Nice, Nice, France	3 Place Charles Félix, 06300 Nice, France	{'location': {'lat': 43.6955665, 'lng': 7.2766594}, 'viewport': {'northeast': {'lat': 43.69672497989272, 'lng': 7.277905079892721}, 'southwest': {'lat': 43.69402532010728, 'lng': 7.275205420107277}}}	Les Ponchettes	ChIJYQkg1rzazRIRUA2erAlNpEY	2.8	367	7.2766594	43.6955665
Galerie Ponchettes de Nice, Nice, France	77 Quai des États-Unis, 06300 Nice, France	{'location': {'lat': 43.695325, 'lng': 7.273820799999999}, 'viewport': {'northeast': {'lat': 43.69659862989272, 'lng': 7.27517247989272}, 'southwest': {'lat': 43.69389897010727, 'lng': 7.272472820107276}}}	Gallerie Ponchettes	ChIJ1ywBsKPazRIRl2nMRAALHjI	3.9	107	7.273820799999999	43.695325
Musée Château de Villeneuve Ex Fondation Emile Hugues  de Vence, Vence, France	2 Place du Frêne, 06140 Vence, France	{'location': {'lat': 43.722863, 'lng': 7.1124731}, 'viewport': {'northeast': {'lat': 43.72421832989271, 'lng': 7.113744579892722}, 'southwest': {'lat': 43.72151867010727, 'lng': 7.111044920107278}}}	Château de Villeneuve - Fondation Emile Hugues	ChIJb4tVjl_NzRIRhN9NU2fBAzw	4.6	22	7.1124731	43.722863
Espace de l'art concret de Mouans-Sartoux, Mouans Sartoux, France	Château de Mouans, 06370 Mouans-Sartoux, France	{'location': {'lat': 43.6206791, 'lng': 6.9690913}, 'viewport': {'northeast': {'lat': 43.62182972989272, 'lng': 6.970620529892721}, 'southwest': {'lat': 43.61913007010727, 'lng': 6.967920870107277}}}	Espace de l'Art Concret	ChIJgxr0yQYpzBIRv0ER4q44EbU	4.1	72	6.9690913	43.6206791
Fondation Ephrussi de Rothschild de Saint Jean Cap Ferrat, Saint Jean Cap Ferrat, France	1 Avenue Ephrussi de Rothschild, 06230 Saint-Jean-Cap-Ferrat, France	{'location': {'lat': 43.6966527, 'lng': 7.328465599999999}, 'viewport': {'northeast': {'lat': 43.69810362989273, 'lng': 7.329796779892721}, 'southwest': {'lat': 43.69540397010729, 'lng': 7.327097120107277}}}	Villa Ephrussi de Rothschild	ChIJjS8oYTjbzRIRTzKyZ7Dkw7E	4.7	4438	7.328465599999999	43.6966527
Musée Collection Roux de Villefranche sur Mer, Villefranche sur Mer, France	06230 Villefranche-sur-Mer, France	{'location': {'lat': 43.7011296, 'lng': 7.310882200000001}, 'viewport': {'northeast': {'lat': 43.70247942989273, 'lng': 7.312232029892724}, 'southwest': {'lat': 43.69977977010728, 'lng': 7.30953237010728}}}	Collection Roux	ChIJ0XdGYyjbzRIRHy5jNqvqCC0	0	0	7.310882200000001	43.7011296
Musée Cocteau - collection Séverin Wunderman à Menton, Menton, France	2 Quai de Monleon, 06500 Menton, France	{'location': {'lat': 43.7747322, 'lng': 7.5057185}, 'viewport': {'northeast': {'lat': 43.77621142989272, 'lng': 7.507149129892722}, 'southwest': {'lat': 43.77351177010728, 'lng': 7.504449470107278}}}	Musée Jean Cocteau - Collection Severin Wunderman [actuellement fermé]	ChIJFZN31ePrzRIRmjBPmTjfP-I	4.2	426	7.5057185	43.7747322
Fondation Maeght de Saint Paul de Vence, Saint Paul, France	Fondation Maeght, 623 Chemin des Gardettes, 06570 Saint-Paul-de-Vence, France	{'location': {'lat': 43.7007369, 'lng': 7.1148189}, 'viewport': {'northeast': {'lat': 43.70238597989272, 'lng': 7.116215579892721}, 'southwest': {'lat': 43.69968632010728, 'lng': 7.113515920107277}}}	Fondation Maeght	ChIJt2sJxOvSzRIRUwnVhsrtGNc	4.6	965	7.1148189	43.7007369
Musée d'art classique de Mougins, Mougins, France	32 Rue du Commandeur, 06250 Mougins, France	{'location': {'lat': 43.6011079, 'lng': 6.9957972}, 'viewport': {'northeast': {'lat': 43.60244377989272, 'lng': 6.997111529892721}, 'southwest': {'lat': 43.59974412010727, 'lng': 6.994411870107277}}}	Musée d'Art Classique de Mougins	ChIJ9S42-ZEpzBIRF2GIeJqSunA	4.7	258	6.9957972	43.6011079
Hippodrome de la Côte d'Azur à Cagnes sur Mer, Cagnes sur Mer, France	2 Boulevard J F Kennedy, 06800 Cagnes-sur-Mer, France	{'location': {'lat': 43.652705, 'lng': 7.1516395}, 'viewport': {'northeast': {'lat': 43.65405282989273, 'lng': 7.152964379892722}, 'southwest': {'lat': 43.65135317010728, 'lng': 7.150264720107278}}}	Pavillon de l'Hippodrome de la Côte d'Azur	ChIJPXn8Bo7TzRIRQhyiaEqctI0	4.2	2465	7.1516395	43.652705
Musée archéologique de Nice, Nice, France	160 Avenue des Arènes de Cimiez, 06000 Nice, France	{'location': {'lat': 43.7192878, 'lng': 7.2751191}, 'viewport': {'northeast': {'lat': 43.72064442989272, 'lng': 7.276449379892722}, 'southwest': {'lat': 43.71794477010728, 'lng': 7.273749720107278}}}	Musée d'Archéologie de Nice / Cimiez	ChIJs1YSxFHFzRIRv7otGUG4rso	4.1	323	7.2751191	43.7192878
Musée archéologie océanographie d'Antibes, Antibes, France	Bastion Saint-André, 06600 Antibes, France	{'location': {'lat': 43.5774737, 'lng': 7.1260853}, 'viewport': {'northeast': {'lat': 43.57882352989272, 'lng': 7.127435129892721}, 'southwest': {'lat': 43.57612387010727, 'lng': 7.124735470107277}}}	Musée d'Archéologie	ChIJQz24L_Z_zhIRXBSVavaqNj0	4.1	383	7.1260853	43.5774737
Maison du parc national du Mercantour à Tende, Tende, France	103 Avenue du 16 Septembre 1947, 06430 Tende, France	{'location': {'lat': 44.0891205, 'lng': 7.5933928}, 'viewport': {'northeast': {'lat': 44.09045832989272, 'lng': 7.594651379892722}, 'southwest': {'lat': 44.08775867010728, 'lng': 7.591951720107279}}}	Office de tourisme de Tende	ChIJ_yrngMCczRIRfW9MOnYIroo	4.3	27	7.5933928	44.0891205
Musée d'art naïf Jakovsky de Nice, Nice, France	06200 Nice, France	{'location': {'lat': 43.68691949999999, 'lng': 7.232166100000001}, 'viewport': {'northeast': {'lat': 43.68826932989271, 'lng': 7.233515929892721}, 'southwest': {'lat': 43.68556967010727, 'lng': 7.230816270107277}}}	Musée d'Art Naïf Anatole Jakovsky	ChIJS7KH-U_QzRIRZNGrbqySaR8	4.1	207	7.232166100000001	43.68691949999999
Galerie La Malmaison de Cannes, Cannes, France	111 Rue d'Antibes, 06400 Cannes, France	{'location': {'lat': 43.5522094, 'lng': 7.026451199999999}, 'viewport': {'northeast': {'lat': 43.55349652989272, 'lng': 7.027774229892721}, 'southwest': {'lat': 43.55079687010728, 'lng': 7.025074570107277}}}	Galerie Vieceli de Cannes	ChIJTRK9yJWBzhIRidc0_Y5jjog	4.4	16	7.026451199999999	43.5522094
Musée Bonnard au Cannet, Le Cannet, France	16 Boulevard Sadi Carnot, 06110 Le Cannet, France	{'location': {'lat': 43.57650599999999, 'lng': 7.0199196}, 'viewport': {'northeast': {'lat': 43.57770802989273, 'lng': 7.021218029892722}, 'southwest': {'lat': 43.57500837010728, 'lng': 7.018518370107278}}}	Musée Bonnard	ChIJZyEPOwgqzBIRwPOpk5n5BYw	4.2	437	7.0199196	43.57650599999999
Musée d'art et d'histoire de Provence de Grasse, Grasse, France	2 Rue Mirabeau, 06130 Grasse, France	{'location': {'lat': 43.6575684, 'lng': 6.9225105}, 'viewport': {'northeast': {'lat': 43.65897772989272, 'lng': 6.923946779892721}, 'southwest': {'lat': 43.65627807010728, 'lng': 6.921247120107277}}}	Musée d'Art et d'Histoire de Provence - GRASSE	ChIJT9XXy6oozBIRsCE0S7GVNNI	4.1	62	6.9225105	43.6575684
Musée de la mer sur l'Ile Sainte-Marguerite, Cannes, France	Ile Sainte Marguerite, 1 Place Bernard Cornut-Gentille, 06400 Cannes, France	{'location': {'lat': 43.5239656, 'lng': 7.0454282}, 'viewport': {'northeast': {'lat': 43.52531542989272, 'lng': 7.046778029892722}, 'southwest': {'lat': 43.52261577010728, 'lng': 7.044078370107278}}}	Musée de la Mer	ChIJtW4QeByBzhIRLNXanmnM4LE	4	332	7.0454282	43.5239656
Musée d'art moderne et d’art contemporain de Nice, Nice, France	Place Yves Klein, 06000 Nice, France	{'location': {'lat': 43.7014415, 'lng': 7.278520899999998}, 'viewport': {'northeast': {'lat': 43.70277342989272, 'lng': 7.279858479892722}, 'southwest': {'lat': 43.70007377010728, 'lng': 7.277158820107278}}}	Musée d'Art Moderne et d'Art Contemporain	ChIJn_uIYI_RzRIRhMlmR16MvJI	4.1	2765	7.278520899999998	43.7014415
Musée de la Castre à Cannes, Cannes, France	6 Rue de la Castre, 06400 Cannes, France	{'location': {'lat': 43.5498716, 'lng': 7.010407400000001}, 'viewport': {'northeast': {'lat': 43.55123942989272, 'lng': 7.011483829892722}, 'southwest': {'lat': 43.54853977010728, 'lng': 7.008784170107278}}}	Musée de la Castre	ChIJtW4QeByBzhIRNEnfLWL4lWg	4.4	561	7.010407400000001	43.5498716
Musée de la photographie de Mougins, Mougins, France	67 Rue de l'Église, 06250 Mougins, France	{'location': {'lat': 43.6004511, 'lng': 6.995478899999999}, 'viewport': {'northeast': {'lat': 43.60177197989272, 'lng': 6.996811579892722}, 'southwest': {'lat': 43.59907232010728, 'lng': 6.994111920107278}}}	Musée de la Photographie de Mougins	ChIJbZIUGpIpzBIRmnFc-y6ll4I	4.4	10	6.995478899999999	43.6004511
Musée Soulages à Rodez, Rodez, France	Jardin du Foirail, Avenue Victor Hugo, 12000 Rodez, France	{'location': {'lat': 44.3522136, 'lng': 2.5677007}, 'viewport': {'northeast': {'lat': 44.35312372989272, 'lng': 2.569002479892722}, 'southwest': {'lat': 44.35042407010728, 'lng': 2.566302820107278}}}	Musée Soulages	ChIJo9BLwpd9shIRdt65pwY373I	4.4	2305	2.5677007	44.3522136
Jardin des bêtes de Montrozier, Montrozier, France	340 Route des Barthes, 12630 Montrozier, France	{'location': {'lat': 44.3935913, 'lng': 2.6903433}, 'viewport': {'northeast': {'lat': 44.39498587989272, 'lng': 2.691730329892723}, 'southwest': {'lat': 44.39228622010728, 'lng': 2.689030670107278}}}	Le Jardin des Bêtes	ChIJEYG685qgrRIRtYG9ZXvms1U	4.4	1076	2.6903433	44.3935913
Centre d'information La Capelière d'Arles, Arles, France	Mas de la Capelière - C134, Route de Fielouse, 13200 Arles, France	{'location': {'lat': 43.5347973, 'lng': 4.6431109}, 'viewport': {'northeast': {'lat': 43.53614712989273, 'lng': 4.644460729892723}, 'southwest': {'lat': 43.53344747010728, 'lng': 4.641761070107279}}}	La Capelière - Centre d'information de la Réserve Naturelle Nationale de Camargue	ChIJN8SGOAluthIRTB3FYUENfRU	4.2	107	4.6431109	43.5347973
Musée du couteau de Laguiole, Laguiole, France	Zone Artisanale, route d’Aubrac, La Poujade, 12210 Laguiole, France	{'location': {'lat': 44.6840832, 'lng': 2.8564852}, 'viewport': {'northeast': {'lat': 44.68548617989272, 'lng': 2.857842379892722}, 'southwest': {'lat': 44.68278652010728, 'lng': 2.855142720107277}}}	Musée du Couteau de Laguiole	ChIJg7FlrpLBshIRmz5a9C0nE-A	4.5	252	2.8564852	44.6840832
Parc Flyzone à Lézignan, Lézignan Corbières, France	Aerodrome de Lézignan-Corbières, Plaine de Conilhac, 11200 Lézignan-Corbières, France	{'location': {'lat': 43.1732284, 'lng': 2.7388735}, 'viewport': {'northeast': {'lat': 43.17457432989271, 'lng': 2.740224229892722}, 'southwest': {'lat': 43.17187467010727, 'lng': 2.737524570107278}}}	Skydive-FlyZone	ChIJga7rgQLLsRIR7-4jIJPoUBE	4.7	106	2.7388735	43.1732284
Maison de la Photo  - Jean-Marie Périer à Villeneuve, Villeneuve, France	Place des Conques, 12260 Villeneuve, France	{'location': {'lat': 44.43754060000001, 'lng': 2.0329427}, 'viewport': {'northeast': {'lat': 44.43888322989272, 'lng': 2.034297729892722}, 'southwest': {'lat': 44.43618357010727, 'lng': 2.031598070107278}}}	Maison de la Photo Jean-Marie Périer	ChIJY_EMrxgJrRIR1gHUKUPkDs8	4.5	191	2.0329427	44.43754060000001
Fondation Vincent Van Gogh d'Arles, Arles, France	35 Rue du Dr Fanton, 13200 Arles, France	{'location': {'lat': 43.678133, 'lng': 4.625635}, 'viewport': {'northeast': {'lat': 43.67952582989273, 'lng': 4.626988229892722}, 'southwest': {'lat': 43.67682617010728, 'lng': 4.624288570107278}}}	Fondation Vincent van Gogh Arles	ChIJvTwvu2x2thIRetXE7rb8yjU	4	1300	4.625635	43.678133
Fond Régional d'Art Contemporain à Marseille, Marseille, France	20 Boulevard de Dunkerque, 13002 Marseille, France	{'location': {'lat': 43.3057267, 'lng': 5.3675321}, 'viewport': {'northeast': {'lat': 43.30708682989273, 'lng': 5.368817179892722}, 'southwest': {'lat': 43.30438717010728, 'lng': 5.366117520107278}}}	Fonds Regional d'Art Contemporain	ChIJ52zjilUiWkARizJ-Jh3GGNM	4.2	123	5.3675321	43.3057267
Fondation Saint John Perse d'Aix en Provence , Aix en Provence, France	8 Rue des Allumettes, 13090 Aix-en-Provence, France	{'location': {'lat': 43.5253465, 'lng': 5.4399183}, 'viewport': {'northeast': {'lat': 43.52660302989272, 'lng': 5.441475879892722}, 'southwest': {'lat': 43.52390337010728, 'lng': 5.438776220107278}}}	Fondation Saint John Perse	ChIJGwS76Z6NyRIRCUAJrr2uxyc	0	0	5.4399183	43.5253465
Parc animalier de Pradinas, Pradinas, France	La Riale, 12240 Pradinas, France	{'location': {'lat': 44.2589512, 'lng': 2.2608507}, 'viewport': {'northeast': {'lat': 44.26033992989272, 'lng': 2.262181679892722}, 'southwest': {'lat': 44.25764027010728, 'lng': 2.259482020107277}}}	parc animalier de pradinas	ChIJncIM1FWarRIRwIbJ5hqDDF0	4.2	521	2.2608507	44.2589512
Salle du Trésor de Narbonne, Narbonne, France	10 Rue Etienne Billières, 11100 Narbonne, France	{'location': {'lat': 43.18325, 'lng': 3.010067}, 'viewport': {'northeast': {'lat': 43.18464402989272, 'lng': 3.011451879892722}, 'southwest': {'lat': 43.18194437010727, 'lng': 3.008752220107277}}}	Chasseurs de trésors	ChIJ-9uJfXqssRIRfP7WcKweGWU	4.7	10	3.010067	43.18325
Terra Vinéa à Portel des Corbières, Portel des Corbières, France	Chemin des Plâtrières, 11490 Portel-des-Corbières, France	{'location': {'lat': 43.0516777, 'lng': 2.9274461}, 'viewport': {'northeast': {'lat': 43.05294727989272, 'lng': 2.928773079892723}, 'southwest': {'lat': 43.05024762010728, 'lng': 2.926073420107278}}}	Terra Vinea	ChIJQUKpPgVOsBIR6LFryYeff-g	4.4	518	2.9274461	43.0516777
